type,question,answer
单选题,混凝土拌合物坍落度试验从开始装料到提坍落度筒的整个过程应连续进行，应在（   ）s内完成,C
单选题,钢筋机械连接接头的力学性能检验以统一施工条件下同批材料、同等级、同规格、同型式的每（    ）个接头为一批，不足（    ）个也按一批计。,D
单选题,体积安定性不良的水泥，（  ）使用,A
单选题,P•O普通硅酸盐水泥其初凝时间不得早于（    ）min终凝时间不得迟于（    ）h。,B
单选题,压碎值指标是表示下列中哪种材料强度的指标？（    ）,B
单选题,下列钢材中，有明显屈服点的是：（    ）,B
单选题,在砼试验过程中应连续均匀地加荷，混凝土强度等级≥C30且<C60时，加荷速度取每秒钟 (     )MPa,A
单选题,手工铺砂法测路面构造深度时，推平板直径（  ）,A
单选题,CBR试件制作后，应泡水测定膨胀量，泡水时间通常为（    ）小时。,D
单选题,混凝土拌合物坍落度试验分（   ）层均匀地装入坍落度筒内。,C
单选题,混凝土拌合物坍落度试验每装一层混凝土拌合物应插捣（    ）次。,A
单选题,当钢筋采用搭接单面焊时，其搭接长度不应小于（    ）d 为钢筋直径,B
多选题,明洞衬砌施工方法有（      ）,ABCD
多选题,控制超挖采取的措施有（      ）,ABCD
多选题,爆破后，开挖断面应进行 （      ）检查。,ABCD
多选题,锚杆的类型分为（      ）。,ABCD
多选题,《公路工程的质量检验评定标准》中检查喷混凝土厚度的方法有。（      ）,ACD
多选题,隧道衬砌施工，须符合设计要求的项目是      。（      ）,ABCD
多选题,混凝土运送时，原则上应采用混凝土搅拌运输车，采用其它方法运送时，应确保混凝土运送中      。（      ）,ABC
多选题,一般公路隧道防排水工程质量要求是      。（      ）,ABCD
多选题,防水板焊接要点有      。（      ）,ABCD
多选题,稳定开挖面、防止地表地层下沉的辅助施工方法有      。（      ）,ABCD
多选题,山岭公路隧道施工方法有     。（      ）,ABD
多选题,为了最大限度地利用围岩本身具有的支承能力，根据围岩软硬情况，采取的爆破方法有      。（      ）,BC
多选题,炮眼的深度、角度、间距应按设计要求确定，并应符合      的精度要求。（      ）,ABCD
多选题,采用PVC复合防水层，应在二次衬砌施工前进行铺设，铺设时。（      ）,BCD
多选题,隧道施工遇有流沙，治理的措施包括      。（      ）,ABC
多选题,某隧道监控量测位移-时间曲线出现反弯点，现场施工应该      。,ABD
多选题,浅埋隧道地质条件很差时，宜采用哪些超前辅助方法施工      。（）,ABC
多选题,大体积混凝土施工中，为防止混凝土开裂，可采取的做法有      。（      ）,ACD
多选题,锚喷支护是一种符合岩体学原理的积极支护方法，具有良好的物理力学性能，锚喷支护较传统的构件支撑，无论在施工工艺和作用及效果都具有工程的特点有      。(      ),ABCD
多选题,山岭公路隧道洞门型式主要有      。(      ),ABCD
多选题,按测量仪器工具的使用和保管的要求，下列哪些情况下的仪器应停止使用      。（      ）,BCDE
多选题,铺设桥面防水层时，下列说法符合规定的是      。（      ）,ABD
多选题,下列钻孔灌注桩实测项目中，为关键项目的是      。（      ）,ABD
多选题,钻孔灌注桩基本要求是（      ）,ABC
多选题,关于模板、支架的拆除，说法错误的是      。（      ）,AC
多选题,路堤实验路段施工总结的内容包括      。(      ),ABCD
多选题,岩爆产生的主要因素为      。（      ）,BD
多选题,隧道工程常用防、排水系统是 （      ）,ABCD
多选题,隧道开挖面钻爆设计的炮眼种类有（      ）,ABD
多选题,预应力砼箱腹板开裂的可能原因有      。（      ）,ABCD
多选题,在支架上浇筑混凝土梁时，支架应稳定，强度、刚度应符合规范要求，支架      应满足施工后梁体设计标高的要求。（      ）,ACD
多选题,控制大体积混凝土水化热的方法有      。（      ）,ABD
多选题,对蜂窝、麻面、掉角等缺陷修补的方法是      。（      ）,ABC
多选题,土石方工程中，填筑压实的施工要求有      。（      ）,ACD
多选题,路基填方压实施工中容易发生“漏压”的部位有        。（）,BCE
多选题,在施工缝处继续浇筑混凝土时，应先做到      。（      ）,ABCE
多选题,处理软土地基的加固土桩有(    )。,AE
多选题,水泥混凝土路面断板的治理措施有(    )。,ABCE
多选题,后张法预制梁板施工中，张拉时预应力损失过大的原因有(   )。,BDE
多选题,根据《公路工程竣( 交) 工验收办法实施细则》，公路工程交工验收应具备的条件有(    )。,BCD
多选题,在EDTA滴定试验中，使用到的化学试剂包括（    ）,AD
多选题,目前混凝土无破损检测方法有（     ）,BCD
多选题,监理工程师应该按照工程监理规范的要求，采取（    ）等形式对建设工程实施监理,ABD
多选题,用碳化深度测定仪测定测量碳化深度值时，下列读数可能正确的是：（  ）,BC
多选题,用于回弹法批量检测的构件，混凝土应满足（ ）的一批同类构件，并随机抽取,ABC
多选题,钢绞线力学性能检测指标包括（ ）,BCE
多选题,采用JGJ/T 23-2011回弹法检测混凝土抗压强度，当回弹仪为非水平方向且测试面为混凝土的非浇筑侧面时，应对回弹值进行下列哪些修正：（ ）,AC
多选题,热拌摊铺沥青混合料的施工温度包括（     ）。,ACD
多选题,在EDTA滴定试验中，使用到的化学试剂包括（     ）。,AD
多选题,公路水运工程试验检测活动应当遵循科学、（    ）的原则。,BCD
多选题,下列属于消石灰的技术指标的有（  ）。,ABD
多选题,下列有关水泥混凝土的试件制作与坍落度说法不正确的是（  ）。,AD
多选题,影响灌砂法测定压实度结果的因素有 (    )。,BD
多选题,影响回弹法测量精度的因素有（   ）,ABCD
多选题,现场检测水泥混凝土路面强度，可以采用以下（      ）方法检测。,AD
多选题,在桩基完整性检测报告中，应给出（  ）,ABCD
多选题,喷射混凝土抗压试块制作方法有（     ）,BC
多选题,下列属于消石灰的技术指标的有（  ）。,ABD
多选题,下列有关水泥混凝土的试件制作与坍落度说法不正确的是（  ）。,AD
多选题,影响灌砂法测定压实度结果的因素有 (    )。,BD
判断题,隧道总体实测项目有隧道宽度.隧道净高.隧道偏位.线路中心线与隧道中心线的衔接以及边坡仰坡。,A
判断题,沉管法是将组装成一定长度的管段或钢筋棍凝土密封管段沉入水底开 挖的沟槽内的管道铺设方法。,A
判断题,有无超欠挖是洞身开挖外观鉴定的一项内容。,B
判断题,隧道衬砌墙面平整度的规定值或允许偏差为20mm。,A
判断题,喷射混凝土的工艺流程大致分为干喷、潮喷及湿喷。,B
判断题,二次衬砌混凝土强度达到5MPa时，方可拆模。,B
判断题,自稳性极差的围岩宜采取压注水泥砂浆或化学浆液加固。,A
判断题,隧道塌方后，应先清除塌体，再加固未塌方地段。,B
判断题,隧道围岩节理（裂隙）按其发育程度可分为节理不发育、节理较发育、节理发育。,B
判断题,隧道洞口工程包括石方开挖、洞口防护与排水工程、洞门建筑的制作、安装、明洞工程。,A
判断题,隧道洞身开挖时，拱脚、墙脚以上1m允许个别欠挖。,B
判断题,暗挖法修筑山岭公路隧道的施工方法有全断面法、台阶法、台阶分部法、上下导坑法、下导坑法、单侧壁导坑法（中壁墙法）、双侧壁导坑法。,A
判断题,钻爆作业是根据现场情况随机进行钻眼、装药、接线和引爆。,B
判断题,二次衬砌混凝土厚度检查验收时可允许个别地方厚度小于设计值。,B
判断题,判别深埋与浅埋隧道的分界，可按荷载等效高度值，并结合地质条件、施工方法等因素综合判定。,A
判断题,隧道遇到溶洞处理措施，分别以引、堵、越、绕等措施进行处理。,A
判断题,由于岩石风化需要一定时间，岩风化对开挖不生产影响。,B
判断题,衬砌的施工缝应与设计的沉降缝、伸缩缝结合布置，在有地下水的隧道中，所有施工缝、沉降缝和伸缩缝均应进行防水处理。,A
判断题,二次衬砌的施作，应在围岩和锚杆支护变形基本稳定后进行。,A
判断题,平面控制网可按精度划分为等与级两种规格，由高向低依 次宜为二、三、四等和一、二、三级。,A
判断题,冬期施工，混凝土拌合物的出机温度不宜低于10℃。,A
判断题,预应力筋张拉锚固后，孔道应尽早压浆，且应在72h内完成，否则应采取避免预应力筋锈蚀的措施。,B
判断题,有抗冻要求的桥涵混凝土工程，不得掺入引气剂，以免增加砼中含气量。,B
判断题,轴心受拉和小偏心受拉构件不应采用绑扎接头。,A
判断题,有抗渗要求的混凝土胶凝材料总量宜不小于300kg/立方米，砂率宜为35% -45%。,B
判断题,钢筋与模板之间设置的垫块，制作厚度不应出现负误差，正误差应不大于1mm。,B
判断题,后张预应力混凝土结构或构件的所有管道均应在每个顶点设排气孔及需要时在每个低点设排水孔。,A
判断题,预应力筋张拉锚固后，孔道应尽早压浆，且应在48h内完成，否则应采取避免预应力筋锈蚀的措施。,A
判断题,对后张预应力混凝土梁、板，在施加预应力后可将其从预制台座吊移至场内的存放台座上后在进行孔道压浆。,A
判断题,大体积混凝土工程的施工宜采用分层连续浇筑施工或推移式连续浇筑施工。,A
判断题,钢筋保护层垫块可用砂浆垫块，垫块数量和位置应符合设计要求。,B
判断题,混凝土运至浇筑地点后发生离析、坍落度不符合要求时，经试验人员现场同意后，可加水进行第二次搅拌。,B
判断题,用回弹法检测混凝土强度，计算测区平均值时应从测区的16个回弹值中剔除1个最大值和1个最小值。,B
判断题,加密网应按一级GPS测量精度施测，其精度应保证最弱相邻点点位中误差下于±10mm。,B
判断题,高强混凝土是指强度等级C50及以上的混凝土。,B
判断题,"网络RTK控制测量的测站设置,接收机的平面精度限值宜设置为20mm，高程精度限值宜设置为30mm。",A
判断题,大跨度拱桥悬浇拱圈时，应对拱肋在悬臂状态下的控制工况进行压屈分析计算，其压屈稳定系数大于3。,B
判断题,采用抗冻砂浆砌筑砌体时，抗冻砂浆使用时的温度可低于5℃，但不得低于3℃。,B
判断题,基坑开挖时，为了保证边坡稳定，土体强度越高，要求边坡系数m越大。,B
判断题,地下连续墙深入基坑底面一下一定深度，仅起到减小动水压力防止流砂的目的。,B
判断题,测距作业时，仪器及反光镜的对中偏差不应大于 2mm。,A
判断题,强风化石料，崩解性岩石和盐化岩石经处理合格后方可用于路基填筑,A
判断题,路基冬期施工，开挖至路床顶面以上0.5m时，停止开挖，待冬期过后再施工。,B
判断题,贝克曼梁法测定弯沉值，为规范规定的标准方法,A
判断题,套箱围堰分为有底套箱和无底套箱,A
判断题,钢板桩围堰适用于各类土的水中基坑,A
判断题,桥台等结构物台背回填，靠近结构物的地方采用大型机械碾压，增加压实度,B
判断题,导线测角中误差的计算可按左右角闭合差和导线方位角闭合差两种方式进行。,B
判断题,钻孔灌注桩施工中，如果施工顺利不需保留钻渣,B
判断题,三角形网的水平角观测宜采用方向观测法，二等三角形网 也可采用全组合观测法。,A
判断题,预应力孔道压浆用水泥浆强度不得低于20mpa,B
判断题,自行吊机架设法适用于各种桥梁架设梁板,B
判断题,拌合站存料场地料仓硬隔离墙，隔离墙高度不应小于2.5m,A
判断题,当水准路线需跨越江河、湖塘、宽沟、洼地、山谷等时，两岸测站和立尺点应对称布设；跨越距离小于200m时，可采用单线过河；大于200m 时，应采用双线过河并组成四边形闭合环。,A
判断题,当千斤顶使用时间超过6个月或张拉超过300次时，应重新进行标定,A
判断题,桥梁施工，结构外露的模板，挠度为模板构件跨度的1/400,A
判断题,预制构件的吊环 必须采用未经冷拉的热轧光因钢筋制作，且其使用时的计算拉应力应不大于60MPa。,B
判断题,重力挡土墙中应设置排水孔，排水孔土中一侧应设置反滤包,A
判断题,热拌沥青混合料路面摊铺结束，若需提前开放交通时，可洒水冷却降低混合料温度。,B
判断题,岩石抗压强度与混凝土强度等级之比对于C60及以上的混凝土，应不小于2，其余应不小于1。,B
判断题,沥青路面不得在气温低于8°C（高速公路和一级公路）或5°C（其他等级公路），以及雨天、路面潮湿的情况施工。,B
判断题,沥青路面工程应积极采用经试验和实践证明有效的新技术、新材料、新工艺。,A
判断题,路缘石宜采用石材或预制混凝土标准块。,A
判断题,土工织物是柔性材料，主要通过抗拉能力来受荷载以发挥其工程作用,A
判断题,水泥比表面积测定的环境条件是：湿度不大于50%,A
判断题,混凝土中的水泥用量越大，其质量就越好,B
判断题,水泥混凝土流动性大说明其和易性好,B
判断题,流动性大的混凝土比流动性小的混凝土的强度低,B
判断题,钢筋牌号HRB400中400指钢筋的极限强度,B
判断题,混凝土立方体抗压强度试验的标准养护条件为：温度20℃±2℃，相对湿度90%以上,B
判断题,钻芯法芯样经加工后，高度应为0.90～1.10d(d为芯样平均直径),B
判断题,细骨料和粗骨料取样的代表数量都按不超过400m³或600t为一个批次进行抽检,A
判断题,水泥混凝土流动性大说明其和易性好。（   ）,B
判断题,混凝土碳化主要危害是导致钢筋锈蚀。（   ）,A
判断题,试验机开机前的指针即使在零点时，不须进行调整，即可试验。（）,B
判断题,回弹法的检测面应为原状混凝土表面，并应清洁、平整，不应有疏松层。（   ）,A
判断题,在进行石灰有效氧化钙和氧化镁的测定时，应将生石灰样品打碎，使颗粒不大于1.18mm，拌和均匀后用四分法缩减至300g左右，放置瓷研钵中研细。（   ）,B
判断题,沥青针入度愈高，则沥青的感温性指标PI值就愈大。（    ）,B
判断题,对于大坍落度要求检测的扩展度，是指混凝土坍落后形成的最大直径尺寸和与之垂直方向测得的直径之和的平均值。（   ）,B
判断题,工地实际采用的水泥剂量宜比室内试验确定的剂量多0.5%-1%。（）,A
判断题,工地试验室的运行必须受母体试验检测机构的授权。（    ）,A
判断题,减水率是指掺用外加剂混凝土的用水量与不掺外加剂混凝土的用水量的比值。,B
判断题,沥青针入度愈高，则沥青的感温性指标PI值就愈大。（    ）,B
判断题,对于大坍落度要求检测的扩展度，是指混凝土坍落后形成的最大直径尺寸和与之垂直方向测得的直径之和的平均值。（   ）,B
判断题,工地实际采用的水泥剂量宜比室内试验确定的剂量多0.5%-1%。（）,A
判断题,工地试验室的运行必须受母体试验检测机构的授权。（    ）,A
判断题,减水率是指掺用外加剂混凝土的用水量与不掺外加剂混凝土的用水量的比值。,B
单选题,1983年“兵改工”之后，作为中国建筑行业“国家队”的三公司，艰苦创业、开拓经营，创造了（）个八局乃至中建系统第一。,D
单选题,截止2022年底，公司累计获国家科技进步一等奖（）项、二等奖（）项。,D
单选题,截止2022年底，公司累计获获鲁班奖（）项，国家优质工程（）项。,B
单选题,中建八局三公司的前身是基建工程兵（）。,A
单选题,三公司人创造的15个八局第一，其中第一个港口项目是（）。,C
单选题,三公司人创造的15个八局第一，其中第一个区域经营单位是（）。,B
单选题,三公司人创造的15个八局第一，其中第一个省级文明单位是哪一年度获得的（）。,C
单选题,三公司人创造的15个八局第一，其中第一个鲁班奖是（）。,A
单选题,三公司人创造的15个八局第一，其中第一个航天工程是（）。,C
单选题,三公司人创造的15个八局第一，其中第一个机场项目是（）。,C
单选题,三公司获得的建筑业第一个国家科技进步一等奖是（）。,A
单选题,三公司的第一个行业楷模是哪一年获得的（）。,D
单选题,三公司的第一个全国劳动模范是哪一年获得（）。,A
单选题,获得中宣部全国优秀政治思想工作典型的是哪个项目（）。,B
单选题,三公司人创造的15个八局第一，其中第一个电厂项目是（）。,B
单选题,三公司人创造的15个八局第一，其中第一个隧道项目是（）。,A
单选题,三公司第一个省级廉洁文化示范单位是哪一年获得的（）。,D
单选题,三公司人创造的15个八局第一，其中第一个高铁站房项目是（）。,C
单选题,遵循毛主席“一定要把淮河修好”指示建成的远东第一坝工程是（）。,B
单选题,"（）,建筑工程第四师在西安奉命撤销改编，与华东建筑工程局土木工程处，原西北第四土建公司合并，组建成为原国家建工部西北第二工程公司。",A
单选题,1958年，数百名技术骨干赴北京援建的项目是（）。,A
单选题,中国人民解放军基本建设工程兵第211大队改编组建的时间是（）。,B
单选题,曾当选党的十大代表，并到获邀出席建国25周年国庆招待会的是（）。,B
单选题,被南京军区党委授予“抗洪抢险英雄”称号，追记一等功，批准为烈士的是（）。,A
单选题,（），基建工程兵211大队奉命集体改编为中国建筑第八工程局第三建筑公司。,D
单选题,1984年，公司开始围绕创建（）开展活动，开展企业整顿补课。,C
单选题,公司成立后的首个工程是（）。,B
单选题,1988年，公司提出的战略决策方针是（）。,B
单选题,公司承建的（），是中建八局最早荣获省部级优质工程的住宅类项目。,C
单选题,55天完成主体，被《海南日报》称为“海南速度”的项目是（）。,B
单选题,1993年8月至1995年8月，公司承建了时为全国最大的钢结构轻型汽车厂房项目（）。,B
单选题,三公司代表中建八局承建的阿尔及利亚松树喜来登大酒店，举办了（）。,A
单选题,2002年6月，公司中标的（），是公司当年承揽的最大标的工程。,B
单选题,（），公司再次进入中建号码公司十强之列。,D
单选题,建成后成为我国混凝土建设机械三大生产基地之一，成为国内最先进的混凝土机械智能化工厂的项目是（）。,A
单选题,中建八局三公司精神之源是（）。,B
单选题,2014年8月开幕的南京青年奥林匹克运动会是中国首次举办的青奥会。22项青奥重大工程中，公司承建了（）项。,D
单选题,2021年夏，为应对突发的新冠疫情，三公司130小时在南京建成（）座消杀站。,C
单选题,1952年4月，公司前身在安徽省寿县集体改编为（）。,A
单选题,公司建设的南京烷基苯厂，年产烷基苯（）吨，为当时我国最大的烷基苯生产基地。,C
单选题,1978年-1979年建设的（）工程，为我国四大油港之一。,A 
单选题,1983年9月22日，公司组织机构完成架设，当时设立了（）个职能部门。,A
单选题,1983年9月22日，公司组织机构完成架设，当时设有（）个党群部门。,C
单选题,1983年9月22日，公司组织机构完成架设，当时设有（）个工程处。,C
单选题,1990年，公司经过不懈努力，打进了上海建筑市场，承接了（）工程。,D
单选题,（），公司提出“沿江一条线，沿海连成片”的战略部署。,D
单选题,1991年12月8日—1993年4月30日建设的（）项目，是海南省建省以来第一个鲁班奖工程,D
单选题,公司建设的（）项目，创造了三项世界第一的建筑奇迹，也铸就了大漠精神。,B
单选题,公司建设的（）项目被列为江苏省建筑业新技术应用示范工程和中国建筑总公司1996年科技推广示范工程。,C
单选题,公司参建的阿尔及利亚松树俱乐部项目，（）个月完成建设。,D
单选题,()，公司荣获江苏省文明单位称号。,A
单选题,（），公司建设南京邮政枢纽综合楼。,D
单选题,()，公司建设南京市秦淮区政府综合楼。,A 
单选题,（），公司荣获中国建筑500强称号。,A
单选题,2022年，公司荣获江苏省建筑百强企业第（）名。,A
单选题,2022年，公司综合实力位列中建集团号码公司第（）名。,B
单选题,2021年，公司建设的（）、国际青年文化中心、南京市公共卫生医疗中心、溧水区市民中心、侵华日军南京大屠杀遇难同胞纪念馆（三期）五大工程入选南京市“十三五”十大优秀公共建筑工程。,A
单选题,2021年，公司建设江苏大剧院、（）、南京市公共卫生医疗中心、溧水区市民中心、侵华日军南京大屠杀遇难同胞纪念馆（三期）五大工程入选南京市“十三五”十大优秀公共建筑工程。,D
单选题,2021年，公司建设的江苏大剧院、国际青年文化中心、（）、溧水区市民中心、侵华日军南京大屠杀遇难同胞纪念馆（三期）五大工程入选南京市“十三五”十大优秀公共建筑工程。,B
单选题,2021年，公司建设的江苏大剧院、国际青年文化中心、南京市公共卫生医疗中心、（）、侵华日军南京大屠杀遇难同胞纪念馆（三期）五大工程入选南京市“十三五”十大优秀公共建筑工程。,A
单选题,2021年，公司建设的江苏大剧院、国际青年文化中心、南京市公共卫生医疗中心、溧水区市民中心、()五大工程入选南京市“十三五”十大优秀公共建筑工程。,A
单选题,三公司海外分公司，已初步形成以（）为“战略市场”。,C
单选题,2021年5月，公司智能装配造桥机1.0在（）项目成功运行。,C
单选题,2022年11月，公司智能装配造桥机2.0在（）项目成功运行。,B
单选题,2001年，公司中标承建了（）航天工程。,A
单选题,（），公司五届五次职工暨工会代表大会在南京召开。,D
单选题, 公司荣获()“江苏省建筑业质量管理先进单位”，这是公司首次获此殊荣。,A
单选题,（），经北京华厦认证中心、9000质量认证中心专家组认真严格审核，公司顺利通过质量、环境、职业健康“三体系”认证复审。,B
单选题,2002年，公司中标（），建筑面积14万平方米，是公司承接的特大型体育设施工程。,A 
单选题,"(),公司荣获中华全国总工会、国家安全生产管理局共同颁发的“全国‘安康杯’竞赛优胜企业 ”称号，这是公司开展“安康杯”竞赛活动首次获得该最高荣誉。",C
单选题,2003年（），公司总承包的南京奥体中心体育场主体工程封顶暨钢结构屋盖安装仪式在施工现场隆重举行,D
单选题,2005年，公司承建的温州博物馆荣获（）。,D
单选题,"(),公司共青团第六次代表大会召开。",D
单选题,公司承建的()工程，荣获“2005年全国十大建设科技成就奖”。,B
单选题,2006年，公司承建的南京奥林匹克体育中心主体育场荣获（）。,C
单选题,"(),公司成立基础设施事业部",D
单选题,"在北京国家大剧院召开的中国建筑工程鲁班奖创立20周年纪念大会上,公司荣获（）。",D
单选题,"2007年10月12日 ,公司聘任()名人员为公司专家，并享受内部专家津贴。",D
单选题,5月  公司中标湖南省衡绍高速公路土建工程施工项目第3B合同段。该工程全长（），时为八局承建的最长的高速公路，该项目的承接标志着公司结构调整、进入基础设施领域取得了突破性进展。 ,A 
单选题,2007年（），中国建筑第八工程局第三建筑公司整体改制为中建八局第三建设有限公司，注册资本金6000万元。,A
单选题,2007年，公司承建的重庆唐家沱污水处理厂消化池工程荣获（）。,A 
单选题,2008年，公司承建的中国矿业大学信息管理学院、江苏连徐高速超市荣获（）。,D
单选题,2008年（），公司承建的南京万达工程项目举行开工典礼。,C
单选题,2008年（），启动公司内部办公网络管理平台，公司公文全部实行电子化。,D
单选题,2008年（），公司在南京总部多功能厅举行成立25周年庆典大会。,C
单选题, （），公司参建的京沪高铁南京南站站房工程开工。,B
单选题,"2014年11月,()工程荣获“中国土木工程詹天佑奖”。",C
单选题,2009年10月18日 ，公司承建的（）开工，地下3层，地上57层，将公司承建制高点刷新至242.10米。,B
单选题,"2009年，公司承建的郑州马头岗污水处理厂、常州体育场游泳馆工程荣获（）。
",A
单选题,2010年3月3日，公司基础设施事业部更名为（）。,A 
单选题,2010年3月3日，新技术公司更名为（）。,A
单选题,2010年7月，公司被江苏省纪委、江苏省委宣传部联合授予（）。,B
单选题,2010年10月，公司承建的苏州水厂一期工程被评为,D
单选题,2011年3月，公司被中国施工企业管理协会授予,D
单选题,"2011年5月13日 ，八局经营机构整合,三公司（）划归局直管。",C
单选题,2011年4月，公司南京南站项目部被中华全国总工会授予（）。,B
单选题,2011年（），公司通过特级资质核查组现场核查。,D
单选题,2012年4月，公司被中国海员建设工会评为（）。,B
单选题,2012年4月2日，李国被中华全国总工会授予（）。,A
单选题,2012年7月，公司被江苏省住房和城乡建设厅、江苏省统计局、江苏省商务厅评为（）。,D
单选题,2013年4月，公司被江苏省建筑业协会评为（）。,B
单选题,（）9月23日，公司在南京举行成立30周年庆典仪式。,C
单选题,2017年11月，公司被中央文明委授予（）荣誉，该奖项是物质文明、政治文明、精神文明建设综合性评价的国家级最高荣誉称号。,D
单选题,2014年10月，公司承建的（）被评为国家改革开放三十五周年“百项经典精品工程”。,A
单选题,2014年11月18日 ，国际奥委会主席巴赫视察了公司承建的（）项目。,D
单选题,2014年12月，公司承建的徐州混凝土建设机械产业化基地泵送产品联合厂房工程荣获（）。,B
单选题,2014年12月，公司承建的重庆轨道三号线红旗河沟车站及区间隧道工程荣获重庆市“市政工程金杯奖”，该工程在同类工程中为（），属于特大断面超浅埋隧道。,B
单选题,2014年12月，京沪高铁无锡东站站区配套基础设施工程（交通综合体）获（）。,D
单选题,2015年，由公司自主研发的创新式标准化产品——第一代“箱式厨房”投入使用，荣获（）。,A
单选题,2015年9月16日，公司总部乔迁至（）办公。,C
单选题,2015年11月19日 ，公司被江苏省科学技术厅、江苏省财政厅、江苏省国税局、江苏省地税局授予（）。,D
单选题,2015年12月10日 ，公司首次荣获由中国质量协会与全国用户委员会共同颁发的（）荣誉。,A
单选题,1990年9月26日，中建八局第三建筑公司()成立。,A
单选题,公司建设的（）为5A级高档写字楼，主要服务于银行金融机构，为上海陆家嘴地标性建筑，被列为上海市重点工程。,B
单选题,（），公司承建的江心洲污水处理厂扩建工程开工。,C
单选题,公司承建的海口市汇通大厦是海南建省后的第一幢高层，主体工程施工速度平均5天一层，最快4天一层，被（）称誉为“海南速度”。,A
单选题,公司建设的江苏省农业银行4号营业楼，荣获（）。,D 
单选题,公司承建的徐州移动大楼2003年竣工，是公司在徐州市公建领域的第一个（）。,C
单选题,公司建设的（）于2008年10月11日举办了常州市第十三届运动会开幕式。,D
单选题,（）工程是公司在南京市承接的第一个包含隧道主线的市政基础设施工程。,C
单选题,公司承建的（）是集演艺、会议、展示、娱乐等功能为一体的大型文化综合体，分为歌剧厅、音乐厅、戏剧厅、综艺厅、共享空间等五部分，是亚洲最大的剧院综合体。,B
单选题,公司承建的（）是中建八局2020年承建的合同额、体量最大的新基建项目。,A
单选题,公司承建的（）是南京古城核心区旧城改造项目，惠及一万余户居民。,B
单选题,公司承建的（）项目是院府合作的典型项目，为南京江北地区打造品质型、标杆性医院。,A 
单选题,（）是公司承建的首个市政道路综合性工程，于2014年6月30日竣工。,A
单选题,2022年，公司荣获（），该奖项为南京市人民政府设立的最高质量荣誉。,D
单选题,公司承建的（）项目于2022年6月24日竣工，并成为安徽省第十五届运动会主场馆。,D
单选题,2019年，公司在文化领域再获殊荣，荣获（）称号。,B
单选题,2021年，公司（）项目荣获詹天佑优秀住宅小区金奖。,A
单选题,2022年，公司在（）中斩获中建集团唯一金奖。,A
单选题,2022年，公司在企业社会责任领域再获殊荣，代表八局荣获（）。,A
单选题,"2022年,面对突发疫情，公司全力以赴，参与全国（）个集中隔离点和方舱医院等应急设施建设，累计建设隔离病房近2万间、方舱隔离床位2.2万个。",D
单选题,"2022年,面对突发疫情，公司全力以赴，参与全国27个集中隔离点和方舱医院等应急设施建设，累计建设隔离病房近()间、方舱隔离床位2.2万个。",D
单选题,"2022年,面对突发疫情，公司全力以赴，参与全国27个集中隔离点和方舱医院等应急设施建设，累计建设隔离病房近2万间、方舱隔离床位()个。",D
单选题,公司承建的（），是国内首个面积超过10万平方米的航站楼改扩建项目。,B
单选题,以南京禄口机场T1航站楼改扩建工程为载体的“大型航站楼技改综合施工技术研究”成果达到()。,B
单选题,公司（）项目，既保留了盐城火车站原有的城市记忆，又打造出展示盐城湿地文化的新地标。,A
多选题,2023年，公司的年度发展主题词是（）。,ABC
多选题,1977年4月后，公司前身211大队分批挥师南下，在南京及其周边地区建设了一批工程，包括（）。,ABCD
多选题,基建工程兵211团（大队）贯彻落实的十二字方针是（）。,ABC
多选题,1979年7月-1983年10月，承建的（）四栋高层建筑成为南京第一批高层建筑。,ABCD
多选题,1988年，公司经过努力，当年在()、()、()，注册成立了3个分公司。,ABC
多选题,三公司的四大核心精神是（）。,ABCD
多选题,以下哪些是三公司项目建设中形成的精神（）。,ABCD
多选题,公司建设的上海珠江玫瑰花园2号楼，荣获（）。,BCD
多选题,如今，三公司海外分公司，已初步形成以泰国为()，周边东南亚国家为()，非洲、美洲等地区为()的战略布局。,ABC
多选题,1999年，公司承建的甘肃金川有色金属公司综合办公楼荣获（）和（）两项奖项。,AB
多选题,公司承建的中国电子科技集团第三十八研究所科研综合楼荣获()和()。,AB
多选题,公司30周年庆典仪式上表彰了公司成立30周年()、（）、（）和（）等奖项。,ABCD
多选题,2015年11月 ，公司被中国建筑业协会授予（）和（）称号。,AB
多选题,公司承建的徐州重型机械厂总装分厂项目荣获以下奖项（）。,ABC
多选题,2002年7月，公司承建的江心洲污水处理厂扩建工程开工，工程荣获（）。,ABCD
多选题,公司承建的南京南站站房工程荣获（）。,ABC
多选题,公司承建的全国通信产业贸易中心大厦（通贸大厦），荣获（）。,AD
多选题,公司承建的温州市博物馆2003年竣工，荣获（）。,ABC
多选题,公司承建的周口市中心医院新建病房大楼2008年竣工，荣获（）,CD
多选题,公司建设的徐州美术馆工程于2010年11月19日竣工，荣获（）。,CD
多选题,苏州圆融星座工程为CBD国际级生态坡地都市综合体，荣获（）。,ABC
多选题,公司承建的以下（）项目荣获鲁班奖。,ACD
多选题,多年来，中建八局三公司（），持续推进企业高质量发展。,ABC
多选题,从1940年的皖东游击队到如今的三公司，公司的发展经历了哪些阶段（）。,ABCDEF
多选题,1983年，基建工程兵211大队奉命集体改编为中国建筑第八工程局第三建筑公司，公司发展经历了哪些阶段。（）,BCDEF
判断题,公司“大型航站楼技改综合施工技术研究”成果达到国内先进水平。,B
